Amanita	SH380322.07FU	SH104846.07FU	SH053318.07FU	SH015084.07FU	-18.766947|46.869107	58.595272|25.013607	37.09024|-95.712891	49.817492|15.472962	-40.900557|174.885971	53.41291|-8.24389	41.902916|12.453389
Amanita	SH320447.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	51.165691|10.451526	56.26392|9.501785	37.09024|-95.712891	60.128161|18.643501	46.818188|8.227512	46.941936|-56.27111	-0.023559|37.906193
Amanita	SH320519.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	55.378051|-3.435973	-30.559482|22.937506	58.595272|25.013607	37.09024|-95.712891	42.315407|43.356892	7.51498|134.58252	36.137741|-5.345374
Amanita	SH320433.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	55.378051|-3.435973, 51.919438|19.145136	37.09024|-95.712891	58.595272|25.013607	35.86166|104.195397	51.919438|19.145136	12.226079|-69.060087	-12.8275|45.166244
Amanita	SH320515.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	56.26392|9.501785	35.907757|127.766922	35.86166|104.195397	55.378051|-3.435973	-21.115141|55.536384	-13.759029|-172.104629	49.465691|-2.585278
Amanita	SH320411.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	56.26392|9.501785, 41.87194|12.56738, 55.378051|-3.435973, 60.128161|18.643501, 58.595272|25.013607	35.907757|127.766922	37.09024|-95.712891	41.87194|12.56738	12.52111|-69.968338	-13.759029|-172.104629	48.019573|66.923684
Amanita	SH320458.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	58.595272|25.013607	4.570868|-74.297333	36.204824|138.252924	28.394857|84.124008	17.189877|-88.49765	-21.115141|55.536384	4.570868|-74.297333
Amanita	SH320463.07FU	SH082329.07FU	SH038015.07FU	SH003264.07FU	58.595272|25.013607	35.907757|127.766922	35.86166|104.195397	32.427908|53.688046	58.595272|25.013607	23.424076|53.847818	18.220833|-66.590149
Amanita	SH320593.07FU	SH082301.07FU	SH038015.07FU	SH003264.07FU	60.128161|18.643501	46.227638|2.213749	49.817492|15.472962	4.210484|101.975766	17.189877|-88.49765	28.394857|84.124008	60.128161|18.643501
Amanita	SH333715.07FU	SH087501.07FU	SH041492.07FU	SH005896.07FU	35.907757|127.766922	36.204824|138.252924	37.09024|-95.712891	35.86166|104.195397	25.354826|51.183884	9.145|40.489673	-25.274398|133.775136
Amanita	SH333717.07FU	SH087501.07FU	SH041492.07FU	SH005896.07FU	35.907757|127.766922	4.570868|-74.297333	7.369722|12.354722	35.86166|104.195397	41.902916|12.453389	15.199999|-86.241905	53.709807|27.953389
Amanita	SH333718.07FU	SH087503.07FU	SH041494.07FU	SH005896.07FU	35.907757|127.766922	61.52401|105.318756	55.378051|-3.435973	58.595272|25.013607	31.046051|34.851612	-4.038333|21.758664	18.335765|-64.896335
Amanita	SH387073.07FU	SH107715.07FU	SH055461.07FU	SH016773.07FU	36.204824|138.252924	4.570868|-74.297333	55.378051|-3.435973	58.595272|25.013607	16.002082|-24.013197	-4.679574|55.491977	40.463667|-3.74922
Amanita	SH387074.07FU	SH107715.07FU	SH055461.07FU	SH016773.07FU	36.204824|138.252924	-25.274398|133.775136	-25.274398|133.775136	19.85627|102.495496	12.862807|30.217636	12.238333|-1.561593	17.607789|8.081666
Amanita	SH387075.07FU	SH107725.07FU	SH055466.07FU	SH016773.07FU	36.204824|138.252924	51.165691|10.451526	9.30769|2.315834	37.09024|-95.712891	51.165691|10.451526	-11.202692|17.873887	24.215527|-12.885834
Amanita	SH448309.07FU	SH133635.07FU	SH074241.07FU	SH032132.07FU	40.463667|-3.74922, 42.733883|25.48583	35.86166|104.195397	37.09024|-95.712891	4.860416|-58.93018	35.907757|127.766922	-13.768752|-177.156097	-21.236736|-159.777671
Amanita	SH448402.07FU	SH133635.07FU	SH074241.07FU	SH032132.07FU	56.26392|9.501785	28.394857|84.124008	56.130366|-106.346771	61.52401|105.318756	-18.665695|35.529562	26.3351|17.228331	34.802075|38.996815
Amanita	SH448409.07FU	SH133635.07FU	SH074241.07FU	SH032132.07FU	56.26392|9.501785	58.595272|25.013607	37.09024|-95.712891	37.09024|-95.712891	54.236107|-4.548056	-40.900557|174.885971	-25.274398|133.775136
Amanita	SH448407.07FU	SH133635.07FU	SH074241.07FU	SH032132.07FU	60.128161|18.643501	60.128161|18.643501	35.86166|104.195397	23.634501|-102.552784	41.377491|64.585262	7.539989|-5.54708	40.143105|47.576927
Amanita	SH448408.07FU	SH133635.07FU	SH074241.07FU	SH032132.07FU	60.128161|18.643501	41.87194|12.56738	37.09024|-95.712891	35.86166|104.195397	-18.766947|46.869107	-3.373056|29.918886	23.885942|45.079162
Amanita	SH448314.07FU	SH133649.07FU	SH074250.07FU	SH032129.07FU	37.09024|-95.712891	37.09024|-95.712891	51.165691|10.451526	36.204824|138.252924	51.919438|19.145136	-14.270972|-170.132217	41.902916|12.453389
Amanita	SH448326.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	41.87194|12.56738	37.09024|-95.712891	58.595272|25.013607	-29.040835|167.954712	18.109581|-77.297508	3.919305|-56.027783
Amanita	SH448327.07FU	SH133658.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	37.09024|-95.712891	51.165691|10.451526	46.227638|2.213749	48.669026|19.699024	15.414999|-61.370976	-18.665695|35.529562
Amanita	SH448328.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	23.634501|-102.552784	36.204824|138.252924	-25.274398|133.775136	10.691803|-61.222503	17.357822|-62.782998	-8.874217|125.727539
Amanita	SH448329.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	-25.274398|133.775136	55.378051|-3.435973	-25.274398|133.775136	25.930414|50.637772	39.399872|-8.224454	55.169438|23.881275
Amanita	SH448330.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	35.86166|104.195397	56.26392|9.501785	-25.274398|133.775136	40.339852|127.510093	14.497401|-14.452362	54.236107|-4.548056
Amanita	SH448331.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	23.634501|-102.552784	-25.274398|133.775136	37.09024|-95.712891	31.046051|34.851612	-29.609988|28.233608	18.220833|-66.590149
Amanita	SH448332.07FU	SH133638.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	-25.274398|133.775136	61.92411|25.748151	35.86166|104.195397	41.153332|20.168331	36.137741|-5.345374	17.607789|8.081666
Amanita	SH448334.07FU	SH133642.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	-13.133897|27.849332	-25.274398|133.775136	36.204824|138.252924	11.803749|-15.180413	7.873054|80.771797	53.709807|27.953389
Amanita	SH448335.07FU	SH133642.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	-13.133897|27.849332	-25.274398|133.775136	37.09024|-95.712891	61.92411|25.748151	-11.202692|17.873887	31.046051|34.851612
Amanita	SH448336.07FU	SH133659.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	46.227638|2.213749	37.09024|-95.712891	35.86166|104.195397	-16.578193|179.414413	-20.348404|57.552152	17.357822|-62.782998
Amanita	SH448337.07FU	SH133660.07FU	SH074260.07FU	SH032129.07FU	37.09024|-95.712891	37.09024|-95.712891	35.907757|127.766922	35.86166|104.195397	15.179384|39.782334	23.634501|-102.552784	64.963051|-19.020835
Amanita	SH448338.07FU	SH133642.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	7.946527|-1.023194	-35.675147|-71.542969	23.885942|45.079162
Amanita	SH448339.07FU	SH133642.07FU	SH074238.07FU	SH032129.07FU	37.09024|-95.712891	58.595272|25.013607	35.86166|104.195397	37.09024|-95.712891	-22.328474|24.684866	-51.796253|-59.523613	12.238333|-1.561593
Amanita	SH432932.07FU	SH127834.07FU	SH070082.07FU	SH028764.07FU	37.09024|-95.712891	55.378051|-3.435973	-25.274398|133.775136	41.87194|12.56738	13.909444|-60.978893	-13.768752|-177.156097	12.262776|-61.604171
Amanita	SH432933.07FU	SH127834.07FU	SH070082.07FU	SH028764.07FU	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	3.919305|-56.027783	31.046051|34.851612	15.454166|18.732207
Amanita	SH432934.07FU	SH127835.07FU	SH070082.07FU	SH028764.07FU	37.09024|-95.712891	23.634501|-102.552784	15.870032|100.992541	4.860416|-58.93018	8.619543|0.824782	7.369722|12.354722	45.943161|24.96676
Amanita	SH432935.07FU	SH127834.07FU	SH070082.07FU	SH028764.07FU	37.09024|-95.712891	35.86166|104.195397	4.570868|-74.297333	35.86166|104.195397	1.352083|103.819836	23.634501|-102.552784	-4.038333|21.758664
Amanita	SH320409.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	58.595272|25.013607	37.09024|-95.712891	37.09024|-95.712891	-18.665695|35.529562	5.152149|46.199616	-38.416097|-63.616672
Amanita	SH320410.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	36.204824|138.252924	4.570868|-74.297333	36.204824|138.252924	38.963745|35.243322	18.420695|-64.639968	4.570868|-74.297333
Amanita	SH320424.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	9.30769|2.315834	56.130366|-106.346771	23.634501|-102.552784	33.854721|35.862285	33.223191|43.679291	8.460555|-11.779889
Amanita	SH320426.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	35.86166|104.195397	15.870032|100.992541	51.165691|10.451526	40.069099|45.038189	-21.178986|-175.198242	52.132633|5.291266
Amanita	SH320518.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	-13.133897|27.849332	36.204824|138.252924	37.09024|-95.712891	18.220833|-66.590149	3.933889|-53.125782	-29.609988|28.233608
Amanita	SH320573.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136	37.09024|-95.712891	35.86166|104.195397	39.399872|-8.224454	42.602636|20.902977	18.335765|-64.896335	23.885942|45.079162
Amanita	SH320402.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-25.274398|133.775136, 55.378051|-3.435973, 61.52401|105.318756, 58.595272|25.013607, 40.463667|-3.74922, 46.227638|2.213749, 37.09024|-95.712891, 46.818188|8.227512, 51.919438|19.145136, 58.595272|25.013607, 51.165691|10.451526	37.09024|-95.712891	-25.274398|133.775136	-25.274398|133.775136	12.565679|104.990963	40.339852|127.510093	51.919438|19.145136
Amanita	SH320554.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-40.900557|174.885971	-30.559482|22.937506	37.09024|-95.712891	37.09024|-95.712891	43.750298|7.412841	3.933889|-53.125782	52.132633|5.291266
Amanita	SH320562.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-40.900557|174.885971	36.204824|138.252924	-25.274398|133.775136	41.87194|12.56738	-0.228021|15.827659	13.193887|-59.543198	-16.290154|-63.588653
Amanita	SH320439.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	-6.369028|34.888822	36.204824|138.252924	37.09024|-95.712891	-25.274398|133.775136	17.570692|-3.996166	13.444304|144.793731	4.570868|-74.297333
Amanita	SH320555.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	23.634501|-102.552784	51.919438|19.145136	41.87194|12.56738	37.09024|-95.712891	18.735693|-70.162651	-21.115141|55.536384	-1.940278|29.873888
Amanita	SH320566.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	23.634501|-102.552784	51.165691|10.451526	51.165691|10.451526	37.09024|-95.712891	28.394857|84.124008	12.865416|-85.207229	45.1|15.2
Amanita	SH320416.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	23.634501|-102.552784, 37.09024|-95.712891	37.09024|-95.712891	51.165691|10.451526	35.86166|104.195397	-4.038333|21.758664	20.593684|78.96288	15.414999|-61.370976
Amanita	SH320527.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	35.86166|104.195397	-40.900557|174.885971	61.52401|105.318756	7.51498|134.58252	21.694025|-71.797928	22.198745|113.543873
Amanita	SH320544.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	55.378051|-3.435973	35.86166|104.195397	-13.133897|27.849332	-12.164165|96.870956	-29.040835|167.954712	42.733883|25.48583
Amanita	SH320549.07FU	SH082341.07FU	SH038048.07FU	SH003263.07FU	36.204824|138.252924	37.09024|-95.712891	58.595272|25.013607	58.595272|25.013607	-20.348404|57.552152	17.607789|8.081666	-4.038333|21.758664
Amanita	SH320550.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	58.595272|25.013607	9.30769|2.315834	61.52401|105.318756	-12.164165|96.870956	34.802075|38.996815	1.650801|10.267895
Amanita	SH320551.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	37.09024|-95.712891	36.204824|138.252924	-25.274398|133.775136	1.352083|103.819836	17.570692|-3.996166	-0.228021|15.827659
Amanita	SH320552.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	35.907757|127.766922	37.09024|-95.712891	51.165691|10.451526	13.794185|-88.89653	42.733883|25.48583	-16.290154|-63.588653
Amanita	SH320553.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	15.870032|100.992541	-25.274398|133.775136	-25.274398|133.775136	21.913965|95.956223	15.870032|100.992541	44.016521|21.005859
Amanita	SH320572.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	36.204824|138.252924	-40.900557|174.885971	55.378051|-3.435973	37.09024|-95.712891	36.137741|-5.345374	-16.578193|179.414413	-6.369028|34.888822
Amanita	SH320413.07FU	SH082308.07FU	SH038022.07FU	SH003263.07FU	37.09024|-95.712891	55.378051|-3.435973	37.09024|-95.712891	36.204824|138.252924	23.424076|53.847818	49.817492|15.472962	43.94236|12.457777
Amanita	SH320417.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	30.375321|69.345116	51.165691|10.451526	37.09024|-95.712891	8.619543|0.824782	35.907757|127.766922	7.873054|80.771797
Amanita	SH320423.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	36.204824|138.252924	21.694025|-71.797928	50.503887|4.469936	-14.235004|-51.92528
Amanita	SH320425.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	41.87194|12.56738	35.86166|104.195397	37.09024|-95.712891	-4.038333|21.758664	30.375321|69.345116	6.611111|20.939444
Amanita	SH320430.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	-25.274398|133.775136	6.428055|-9.429499	60.472024|8.468946	53.709807|27.953389
Amanita	SH320436.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	55.378051|-3.435973	51.165691|10.451526	37.09024|-95.712891	17.357822|-62.782998	36.137741|-5.345374	-13.768752|-177.156097
Amanita	SH320465.07FU	SH082318.07FU	SH038028.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	-18.766947|46.869107	35.86166|104.195397	12.565679|104.990963	10.691803|-61.222503	56.879635|24.603189
Amanita	SH320482.07FU	SH082318.07FU	SH038028.07FU	SH003263.07FU	37.09024|-95.712891	35.907757|127.766922	36.204824|138.252924	28.394857|84.124008	12.262776|-61.604171	-38.416097|-63.616672	14.058324|108.277199
Amanita	SH320546.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	9.30769|2.315834	58.595272|25.013607	23.634501|-102.552784	12.565679|104.990963	47.516231|14.550072	21.512583|55.923255
Amanita	SH320548.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	-25.274398|133.775136	51.919438|19.145136	51.919438|19.145136	46.151241|14.995463	-21.236736|-159.777671	16.002082|-24.013197
Amanita	SH320557.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	49.465691|-2.585278	77.553604|23.670272	-1.831239|-78.183406
Amanita	SH320559.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	35.86166|104.195397	60.128161|18.643501	51.165691|10.451526	19.85627|102.495496	7.369722|12.354722	0.18636|6.613081
Amanita	SH320567.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	58.595272|25.013607	40.463667|-3.74922	35.86166|104.195397	46.941936|-56.27111	-11.202692|17.873887	12.879721|121.774017
Amanita	SH320568.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	61.92411|25.748151	37.09024|-95.712891	51.165691|10.451526	-18.665695|35.529562	-1.831239|-78.183406	12.984305|-61.287228
Amanita	SH320569.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	36.204824|138.252924	56.26392|9.501785	58.595272|25.013607	7.425554|150.550812	41.377491|64.585262	43.750298|7.412841
Amanita	SH320570.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	35.86166|104.195397	60.128161|18.643501	41.608635|21.745275	9.145|40.489673
Amanita	SH320571.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	55.378051|-3.435973	35.86166|104.195397	23.634501|-102.552784	-19.054445|-169.867233	46.941936|-56.27111	12.879721|121.774017
Amanita	SH320574.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	-25.274398|133.775136	35.86166|104.195397	35.86166|104.195397	33.854721|35.862285	53.41291|-8.24389	47.162494|19.503304
Amanita	SH320575.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	23.634501|-102.552784	-25.274398|133.775136	-30.559482|22.937506	18.420695|-64.639968	12.238333|-1.561593	-0.522778|166.931503
Amanita	SH320576.07FU	SH082308.07FU	SH038022.07FU	SH003263.07FU	37.09024|-95.712891	35.86166|104.195397	15.870032|100.992541	49.817492|15.472962	31.046051|34.851612	23.634501|-102.552784	13.443182|-15.310139
Amanita	SH320581.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	56.26392|9.501785	23.634501|-102.552784	47.162494|19.503304	9.748917|-83.753428	13.444304|144.793731
Amanita	SH320596.07FU	SH082311.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	4.860416|-58.93018	35.86166|104.195397	37.09024|-95.712891	35.907757|127.766922	31.354676|34.308825	8.619543|0.824782
Amanita	SH320592.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	47.166|9.555373	45.1|15.2	-20.348404|57.552152
Amanita	SH320435.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891, 36.204824|138.252924	37.09024|-95.712891	58.595272|25.013607	-25.274398|133.775136	58.595272|25.013607	26.3351|17.228331	7.539989|-5.54708
Amanita	SH320437.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891, 36.204824|138.252924	36.204824|138.252924	35.86166|104.195397	37.09024|-95.712891	8.619543|0.824782	-13.254308|34.301525	7.369722|12.354722
Amanita	SH320420.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	37.09024|-95.712891, 36.204824|138.252924, 37.09024|-95.712891	37.09024|-95.712891	18.220833|-66.590149	35.907757|127.766922	8.537981|-80.782127	28.394857|84.124008	18.420695|-64.639968
Amanita	SH320561.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	4.570868|-74.297333	56.130366|-106.346771	58.595272|25.013607	35.86166|104.195397	-18.766947|46.869107	15.414999|-61.370976	3.919305|-56.027783
Amanita	SH320405.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	4.570868|-74.297333, 55.378051|-3.435973, 61.92411|25.748151, 58.595272|25.013607, 60.472024|8.468946, 56.26392|9.501785, 51.919438|19.145136, 51.165691|10.451526	37.09024|-95.712891	37.09024|-95.712891	58.595272|25.013607	-6.369028|34.888822	7.539989|-5.54708	-25.274398|133.775136
Amanita	SH320513.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	41.87194|12.56738	56.130366|-106.346771	35.86166|104.195397	35.86166|104.195397	-13.768752|-177.156097	45.943161|24.96676	18.109581|-77.297508
Amanita	SH320403.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	41.87194|12.56738, -25.274398|133.775136, 61.52401|105.318756, 60.472024|8.468946, 58.595272|25.013607, 37.09024|-95.712891, 58.595272|25.013607, 49.817492|15.472962, 36.204824|138.252924, 55.378051|-3.435973, 60.128161|18.643501	37.09024|-95.712891	35.86166|104.195397	36.204824|138.252924	9.30769|2.315834	46.862496|103.846656	-30.559482|22.937506
Amanita	SH320524.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	42.708678|19.37439	-25.274398|133.775136	23.634501|-102.552784	37.09024|-95.712891	42.315407|43.356892	49.214439|-2.13125	13.909444|-60.978893
Amanita	SH320506.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	51.165691|10.451526	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	25.354826|51.183884	36.137741|-5.345374	61.892635|-6.911806
Amanita	SH320579.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	51.165691|10.451526	35.86166|104.195397	4.860416|-58.93018	60.128161|18.643501	18.420695|-64.639968	52.132633|5.291266	33.854721|35.862285
Amanita	SH320591.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	51.919438|19.145136	20.593684|78.96288	58.595272|25.013607	61.52401|105.318756	49.465691|-2.585278	46.818188|8.227512	21.00789|-10.940835
Amanita	SH320563.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	55.378051|-3.435973	36.204824|138.252924	-25.274398|133.775136	60.472024|8.468946	33.93911|67.709953	35.86166|104.195397	19.513469|-80.566956
Amanita	SH320580.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	55.378051|-3.435973	35.86166|104.195397	35.907757|127.766922	4.570868|-74.297333	46.227638|2.213749	21.694025|-71.797928	58.595272|25.013607
Amanita	SH320406.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	56.130366|-106.346771, 37.09024|-95.712891	37.09024|-95.712891	36.204824|138.252924	15.870032|100.992541	-1.940278|29.873888	49.817492|15.472962	7.131474|171.184478
Amanita	SH320418.07FU	SH082298.07FU	SH038014.07FU	SH003263.07FU	56.130366|-106.346771, 37.09024|-95.712891, 37.09024|-95.712891	58.595272|25.013607	35.907757|127.766922	71.706936|-42.604303	13.444304|144.793731	-20.904305|165.618042	50.503887|4.469936
Amanita	SH320474.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	58.595272|25.013607	35.86166|104.195397	35.86166|104.195397	37.09024|-95.712891	33.854721|35.862285	33.886917|9.537499	31.046051|34.851612
Amanita	SH320479.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	58.595272|25.013607	-13.133897|27.849332	36.204824|138.252924	4.570868|-74.297333	15.199999|-86.241905	49.214439|-2.13125	17.189877|-88.49765
Amanita	SH320480.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	58.595272|25.013607	56.130366|-106.346771	56.26392|9.501785	23.634501|-102.552784	40.339852|127.510093	42.733883|25.48583	33.223191|43.679291
Amanita	SH320495.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	60.128161|18.643501	37.09024|-95.712891	35.86166|104.195397	23.634501|-102.552784	34.802075|38.996815	32.321384|-64.75737	-26.522503|31.465866
Amanita	SH320585.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	60.128161|18.643501	23.634501|-102.552784	-25.274398|133.775136	51.165691|10.451526	8.537981|-80.782127	21.694025|-71.797928	52.132633|5.291266
Amanita	SH320404.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	60.128161|18.643501, 37.09024|-95.712891, 36.204824|138.252924	46.227638|2.213749	35.86166|104.195397	56.26392|9.501785	16.995971|-62.067641	49.815273|6.129583	47.166|9.555373
Amanita	SH320438.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	60.472024|8.468946	49.817492|15.472962	37.09024|-95.712891	41.87194|12.56738	17.357822|-62.782998	24.215527|-12.885834	-1.940278|29.873888
Amanita	SH320520.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	60.472024|8.468946	35.86166|104.195397	23.634501|-102.552784	58.595272|25.013607	18.220554|-63.068615	5.152149|46.199616	11.825138|42.590275
Amanita	SH320431.07FU	SH082300.07FU	SH038014.07FU	SH003263.07FU	60.472024|8.468946, 58.595272|25.013607, 58.595272|25.013607	51.165691|10.451526	36.204824|138.252924	40.463667|-3.74922	7.425554|150.550812	13.909444|-60.978893	8.460555|-11.779889
Amanita	SH320565.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	61.52401|105.318756	37.09024|-95.712891	4.570868|-74.297333	20.593684|78.96288	13.444304|144.793731	-29.040835|167.954712	13.909444|-60.978893
Amanita	SH320578.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	61.52401|105.318756	15.870032|100.992541	35.907757|127.766922	-18.766947|46.869107	17.607789|8.081666	24.215527|-12.885834	-12.164165|96.870956
Amanita	SH320582.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	61.52401|105.318756	37.09024|-95.712891	4.860416|-58.93018	49.817492|15.472962	-0.023559|37.906193	-3.370417|-168.734039	1.352083|103.819836
Amanita	SH320583.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	61.52401|105.318756	37.09024|-95.712891	37.09024|-95.712891	-25.274398|133.775136	-15.376706|166.959158	15.454166|18.732207	17.060816|-61.796428
Amanita	SH320560.07FU	SH082297.07FU	SH038014.07FU	SH003263.07FU	61.92411|25.748151	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	-35.675147|-71.542969	-12.164165|96.870956	35.86166|104.195397
Amanita	SH371393.07FU	SH101629.07FU	SH051102.07FU	SH013405.07FU	46.227638|2.213749, 58.595272|25.013607	61.92411|25.748151	35.907757|127.766922	35.86166|104.195397	41.87194|12.56738	13.909444|-60.978893	13.443182|-15.310139
Amanita	SH371398.07FU	SH101629.07FU	SH051102.07FU	SH013405.07FU	58.595272|25.013607	35.907757|127.766922	23.634501|-102.552784	36.204824|138.252924	21.913965|95.956223	35.86166|104.195397	39.074208|21.824312
Amanita	SH371382.07FU	SH101629.07FU	SH051102.07FU	SH013405.07FU	71.706936|-42.604303	58.595272|25.013607	35.86166|104.195397	15.870032|100.992541	56.130366|-106.346771	18.971187|-72.285215	1.373333|32.290275
Amanita	SH320516.07FU	SH082320.07FU	SH038029.07FU	SH003275.07FU	35.907757|127.766922	49.817492|15.472962	4.860416|-58.93018	-25.274398|133.775136	17.33083|145.38469	32.321384|-64.75737	34.802075|38.996815
Amanita	SH320514.07FU	SH082320.07FU	SH038029.07FU	SH003275.07FU	36.204824|138.252924, 35.907757|127.766922	55.378051|-3.435973	35.907757|127.766922	37.09024|-95.712891	40.339852|127.510093	5.152149|46.199616	42.602636|20.902977
Amanita	SH399507.07FU	SH113552.07FU	SH059764.07FU	SH020305.07FU	15.870032|100.992541	61.92411|25.748151	23.634501|-102.552784	37.09024|-95.712891	38.861034|71.276093	21.512583|55.923255	14.497401|-14.452362
